category,source,title,url,date,summary,amount_usd,vuln_type,keyword_matched,extra,scraped_at
research,ArXiv,FaceCam: Portrait Video Camera Control via Scale-Aware Conditioning,http://arxiv.org/abs/2603.05506v1,2026-03-05,"We introduce FaceCam, a system that generates video under customizable camera trajectories for monocular human portrait video input. Recent camera control approaches based on large video-generation models have shown promising progress but often exhibit geometric distortions and visual artifacts on portrait videos due to scale-ambiguous camera representations or 3D reconstruction errors. To overcom...",N/A,unknown,exploit,"{""authors"": ""Weijie Lyu, Ming-Hsuan Yang, Zhixin Shu"", ""query"": ""DeFi exploit analysis blockchain""}",2026-03-06 15:09:49
research,ArXiv,Leveraging LLM Parametric Knowledge for Fact Checking without Retrieval,http://arxiv.org/abs/2603.05471v1,2026-03-05,"Trustworthiness is a core research challenge for agentic AI systems built on Large Language Models (LLMs). To enhance trust, natural language claims from diverse sources, including human-written text, web content, and model outputs, are commonly checked for factuality by retrieving external knowledge and using an LLM to verify the faithfulness of claims to the retrieved evidence. As a result, such...",N/A,unknown,exploit,"{""authors"": ""Artem Vazhentsev, Maria Marina, Daniil Moskovskiy"", ""query"": ""DeFi exploit analysis blockchain""}",2026-03-06 15:09:49
research,ArXiv,FlashAttention-4: Algorithm and Kernel Pipelining Co-Design for Asymmetric Hardware Scaling,http://arxiv.org/abs/2603.05451v1,2026-03-05,"Attention, as a core layer of the ubiquitous Transformer architecture, is the bottleneck for large language models and long-context applications. While FlashAttention-3 optimized attention for Hopper GPUs through asynchronous execution and warp specialization, it primarily targets the H100 architecture. The AI industry has rapidly transitioned to deploying Blackwell-based systems such as the B200 ...",N/A,unknown,exploit,"{""authors"": ""Ted Zadouri, Markus Hoehnerbach, Jay Shah"", ""query"": ""DeFi exploit analysis blockchain""}",2026-03-06 15:09:49
research,ArXiv CS.CR,A Practical Post-Quantum Distributed Ledger Protocol for Financial Institutions,https://arxiv.org/abs/2603.05005,"Fri, 06 Ma","arXiv:2603.05005v1 Announce Type: new Abstract: Traditional financial institutions face inefficiencies that can be addressed by distributed ledger technology. However, a primary barrier to adoption is the privacy concerns surrounding publicly available transaction data. Existing private protocols for distributed ledger that focus on the Ring-CT model are not suitable for adoption for financial ins...",N/A,unknown,audit,{},2026-03-06 15:09:56
research,ArXiv CS.CR,CyberSleuth: Autonomous Blue-Team LLM Agent for Web Attack Forensics,https://arxiv.org/abs/2508.20643,"Fri, 06 Ma","arXiv:2508.20643v2 Announce Type: replace Abstract: Post-mortem analysis of compromised systems is a key aspect of cyber forensics, today a mostly manual, slow, and error-prone task. Agentic AI, i.e., LLM-powered agents, is a promising avenue for automation. However, applying such agents to cybersecurity remains largely unexplored and difficult, as this domain demands long-term reasoning, contextu...",N/A,unknown,exploit,{},2026-03-06 15:09:56
research,ArXiv CS.CR,GhostEI-Bench: Do Mobile Agents Resilience to Environmental Injection in Dynamic On-Device Environments?,https://arxiv.org/abs/2510.20333,"Fri, 06 Ma","arXiv:2510.20333v3 Announce Type: replace Abstract: Vision-Language Models (VLMs) are increasingly deployed as autonomous agents to navigate mobile graphical user interfaces (GUIs). Operating in dynamic on-device ecosystems, which include notifications, pop-ups, and inter-app interactions, exposes them to a unique and underexplored threat vector: environmental injection. Unlike prompt-based attack...",N/A,unknown,vulnerability,{},2026-03-06 15:09:56
research,ArXiv CS.CR,BRIDG-ICS: AI-Grounded Knowledge Graphs for Intelligent Threat Analytics in Industry~5.0 Cyber-Physical Systems,https://arxiv.org/abs/2512.12112,"Fri, 06 Ma","arXiv:2512.12112v2 Announce Type: replace Abstract: Industry 5.0's increasing integration of IT and OT systems is transforming industrial operations but also expanding the cyber-physical attack surface. Industrial Control Systems (ICS) face escalating security challenges as traditional siloed defences fail to provide coherent, cross-domain threat insights. We present BRIDG-ICS (BRIDge for Industri...",N/A,bridge_hack,exploit,{},2026-03-06 15:09:56
research,ArXiv CS.CR,Lap2: Revisiting Laplace DP-SGD for High Dimensions via Majorization Theory,https://arxiv.org/abs/2602.23516,"Fri, 06 Ma","arXiv:2602.23516v2 Announce Type: replace Abstract: Differentially Private Stochastic Gradient Descent (DP-SGD) is a cornerstone technique for ensuring privacy in deep learning, widely used in both training from scratch and fine-tuning large-scale language models. While DP-SGD predominantly relies on the Gaussian mechanism, the Laplace mechanism remains underutilized due to its reliance on L1 norm...",N/A,unknown,exploit,{},2026-03-06 15:09:56
research,ArXiv CS.CR,"Real Money, Fake Models: Deceptive Model Claims in Shadow APIs",https://arxiv.org/abs/2603.01919,"Fri, 06 Ma","arXiv:2603.01919v2 Announce Type: replace Abstract: Access to frontier large language models (LLMs), such as GPT-5 and Gemini-2.5, is often hindered by high pricing, payment barriers, and regional restrictions. These limitations drive the proliferation of $\textit{shadow APIs}$, third-party services that claim to provide access to official model services without regional limitations via indirect a...",N/A,unknown,audit,{},2026-03-06 15:09:56
research,Trail of Bits,Using threat modeling and prompt injection to audit Comet,https://blog.trailofbits.com/2026/02/20/using-threat-modeling-and-prompt-injection-to-audit-comet/,"Fri, 20 Fe","Before launching their Comet browser, Perplexity hired us to test the security of their AI-powered browsing features. Using adversarial testing guided by our TRAIL threat model, we demonstrated how four prompt injection techniques could extract users private information from Gmail by exploiting the browser s AI assistant. The vulnerabilities we found reflect how AI agents behave when external cont...",N/A,access_control,exploit,{},2026-03-06 15:10:14
research,Trail of Bits,Carelessness versus craftsmanship in cryptography,https://blog.trailofbits.com/2026/02/18/carelessness-versus-craftsmanship-in-cryptography/,"Wed, 18 Fe","Two popular AES libraries, aes-js and pyaes, “helpfully” provide a default IV in their AES-CTR API, leading to a large number of key/IV reuse bugs. These bugs potentially affect thousands of downstream projects. When we shared one of these bugs with an affected vendor, strongSwan, the maintainer provided a model response for security vendors. The aes-js/pyaes maintainer, on the other hand, has tak...",N/A,oracle_manipulation,audit,{},2026-03-06 15:10:14
research,Trail of Bits,Celebrating our 2025 open-source contributions,https://blog.trailofbits.com/2026/01/30/celebrating-our-2025-open-source-contributions/,"Fri, 30 Ja","Last year, our engineers submitted over 375 pull requests that were merged into non–Trail of Bits repositories, touching more than 90 projects from cryptography libraries to the Rust compiler. This work reflects one of our driving values: share what others can use. The measure isn t whether you share something, but whether it s actually useful to someone else. This principle is why we publish hand...",N/A,logic_error,smart contract,{},2026-03-06 15:10:14
research,Trail of Bits,Building cryptographic agility into Sigstore,https://blog.trailofbits.com/2026/01/29/building-cryptographic-agility-into-sigstore/,"Thu, 29 Ja","Software signatures carry an invisible expiration date. The container image or firmware you sign today might be deployed for 20 years, but the cryptographic signature protecting it may become untrustworthy within 10 years. SHA-1 certificates become worthless, weak RSA keys are banned, and quantum computers may crack today s elliptic curve cryptography. The question isn t whether our current signat...",N/A,unknown,vulnerability,{},2026-03-06 15:10:14
research,Trail of Bits,Lack of isolation in agentic browsers resurfaces old vulnerabilities,https://blog.trailofbits.com/2026/01/13/lack-of-isolation-in-agentic-browsers-resurfaces-old-vulnerabilities/,"Tue, 13 Ja","With browser-embedded AI agents, we re essentially starting the security journey over again. We exploited a lack of isolation mechanisms in multiple agentic browsers to perform attacks ranging from the dissemination of false information to cross-site data leaks. These attacks, which are functionally similar to cross-site scripting (XSS) and cross-site request forgery (CSRF), resurface decades-old ...",N/A,access_control,exploit,{},2026-03-06 15:10:14
research,Trail of Bits,Detect Go’s silent arithmetic bugs with go-panikint,https://blog.trailofbits.com/2025/12/31/detect-gos-silent-arithmetic-bugs-with-go-panikint/,"Wed, 31 De","Go’s arithmetic operations on standard integer types are silent by default, meaning overflows “wrap around” without panicking. This behavior has hidden an entire class of security vulnerabilities from fuzzing campaigns. Today we’re changing that by releasing go-panikint , a modified Go compiler that turns silent integer overflows into explicit panics. We used it to find a live integer overflow in ...",N/A,integer_overflow,vulnerability,{},2026-03-06 15:10:14
research,Trail of Bits,Use GWP-ASan to detect exploits in production environments,https://blog.trailofbits.com/2025/12/16/use-gwp-asan-to-detect-exploits-in-production-environments/,"Tue, 16 De","Memory safety bugs like use-after-free and buffer overflows remain among the most exploited vulnerability classes in production software. While AddressSanitizer (ASan) excels at catching these bugs during development, its performance overhead (2 to 4 times) and security concerns make it unsuitable for production. What if you could detect many of the same critical bugs in live systems with virtuall...",N/A,integer_overflow,exploit,{},2026-03-06 15:10:14
research,Trail of Bits,"Introducing mrva, a terminal-first approach to CodeQL multi-repo variant analysis",https://blog.trailofbits.com/2025/12/11/introducing-mrva-a-terminal-first-approach-to-codeql-multi-repo-variant-analysis/,"Thu, 11 De","In 2023 GitHub introduced CodeQL multi-repository variant analysis (MRVA). This functionality lets you run queries across thousands of projects using pre-built databases and drastically reduces the time needed to find security bugs at scale. There’s just one problem: it’s largely built on VS Code and I’m a Vim user and a terminal junkie. That’s why I built mrva , a composable, terminal-first alter...",N/A,unknown,audit,{},2026-03-06 15:10:14
research,Trail of Bits,Introducing constant-time support for LLVM to protect cryptographic code,https://blog.trailofbits.com/2025/12/02/introducing-constant-time-support-for-llvm-to-protect-cryptographic-code/,"Tue, 02 De","Trail of Bits has developed constant-time coding support for LLVM , providing developers with compiler-level guarantees that their cryptographic implementations remain secure against branching-related timing attacks. These changes are being reviewed and will be added in an upcoming release, LLVM 22. This work introduces the __builtin_ct_select family of intrinsics and supporting infrastructure tha...",N/A,integer_overflow,exploit,{},2026-03-06 15:10:14
research,Trail of Bits,We found cryptography bugs in the elliptic library using Wycheproof,https://blog.trailofbits.com/2025/11/18/we-found-cryptography-bugs-in-the-elliptic-library-using-wycheproof/,"Tue, 18 No","Trail of Bits is publicly disclosing two vulnerabilities in elliptic , a widely used JavaScript library for elliptic curve cryptography that is downloaded over 10 million times weekly and is used by close to 3,000 projects. These vulnerabilities, caused by missing modular reductions and a missing length check, could allow attackers to forge signatures or prevent valid signatures from being verifie...",N/A,integer_overflow,vulnerability,{},2026-03-06 15:10:14
research,Trail of Bits,Level up your Solidity LLM tooling with Slither-MCP,https://blog.trailofbits.com/2025/11/15/level-up-your-solidity-llm-tooling-with-slither-mcp/,"Sat, 15 No","We’re releasing Slither-MCP , a new tool that augments LLMs with Slither’s unmatched static analysis engine. Slither-MCP benefits virtually every use case for LLMs by exposing Slither’s static analysis API via tools, allowing LLMs to find critical code faster, navigate codebases more efficiently, and ultimately improve smart contract authoring and auditing performance. How Slither-MCP works Slithe...",N/A,oracle_manipulation,smart contract,{},2026-03-06 15:10:14
research,Trail of Bits,Building checksec without boundaries with Checksec Anywhere,https://blog.trailofbits.com/2025/11/13/building-checksec-without-boundaries-with-checksec-anywhere/,"Thu, 13 No","Since its original release in 2009, checksec has become widely used in the software security community, proving useful in CTF challenges, security posturing, and general binary analysis. The tool inspects executables to determine which exploit mitigations (e.g., ASLR, DEP, stack canaries, etc.) are enabled, rapidly gauging a program’s defensive hardening. This success inspired numerous spinoffs: a...",N/A,bridge_hack,exploit,{},2026-03-06 15:10:14
research,Trail of Bits,Balancer hack analysis and guidance for the DeFi ecosystem,https://blog.trailofbits.com/2025/11/07/balancer-hack-analysis-and-guidance-for-the-defi-ecosystem/,"Fri, 07 No",".content img { border: 1px solid black; } TL;DR The root cause of the hack was a rounding direction issue that had been present in the code for many years. When the bug was first introduced, the threat landscape of the blockchain ecosystem was significantly different, and arithmetic issues in particular were not widely considered likely vectors for exploitation. As low-hanging attack paths have be...",N/A,integer_overflow,smart contract,{},2026-03-06 15:10:14
research,Trail of Bits,The cryptography behind electronic passports,https://blog.trailofbits.com/2025/10/31/the-cryptography-behind-electronic-passports/,"Fri, 31 Oc","Did you know that most modern passports are actually embedded devices containing an entire filesystem, access controls, and support for several cryptographic protocols? Such passports display a small symbol indicating an electronic machine-readable travel document (eMRTD), which digitally stores the same personal data printed in traditional passport booklets in its embedded filesystem. Beyond allo...",N/A,access_control,exploit,{},2026-03-06 15:10:14
research,Trail of Bits,Vulnerabilities in LUKS2 disk encryption for confidential VMs,https://blog.trailofbits.com/2025/10/30/vulnerabilities-in-luks2-disk-encryption-for-confidential-vms/,"Thu, 30 Oc","Trail of Bits is disclosing vulnerabilities in eight different confidential computing systems that use Linux Unified Key Setup version 2 (LUKS2) for disk encryption. Using these vulnerabilities, a malicious actor with access to storage disks can extract all confidential data stored on that disk and can modify the contents of the disk arbitrarily. The vulnerabilities are caused by malleable metadat...",N/A,logic_error,exploit,{},2026-03-06 15:10:14
research,Trail of Bits,Prompt injection to RCE in AI agents,https://blog.trailofbits.com/2025/10/22/prompt-injection-to-rce-in-ai-agents/,"Wed, 22 Oc","Modern AI agents increasingly execute system commands to automate filesystem operations, code analysis, and development workflows. While some of these commands are allowed to execute automatically for efficiency, others require human approval, which may seem like robust protection against attacks like command injection. However, we ve commonly experienced a pattern of bypassing the human approval ...",N/A,unknown,exploit,{},2026-03-06 15:10:14
